id,tenure,friends,groups,likes,shares
2072899,22,0,0,0,0
1807988,11,0,0,0,0
1044397,13,0,0,0,0
1892920,184,0,0,0,0
1161951,80,0,0,0,0
2187313,22,0,0,0,0
1080891,6,0,0,0,0
1593499,19,0,0,0,0
1879279,1,0,0,0,0
2035530,510,0,0,0,0
1383408,445,0,0,0,0
1981734,7,0,0,0,0
2099593,294,0,0,0,0
1209993,159,0,0,0,0
1202760,24,0,0,0,0
1138174,96,0,0,0,0
1395517,341,0,0,0,0
2075884,214,0,0,0,0
1606305,252,0,0,0,0
1235916,212,0,0,0,0
1440680,723,0,0,0,0
1896939,10,0,0,0,0
1534928,14,0,0,0,0
1919950,17,0,0,0,0
2045059,23,0,0,0,0
1664233,520,0,0,0,0
1301349,280,0,0,0,0
1632155,199,0,0,0,0
2082063,48,0,0,0,0
1915520,1,0,0,0,0
1908036,2,0,0,0,0
1498375,0,0,0,0,0
1462261,4,0,0,0,0
1636222,427,0,0,0,0
1569745,263,0,0,0,1
1306666,27,0,0,0,0
1572240,20,0,0,0,0
1647229,298,0,0,0,0
1648893,161,0,0,0,0
1151847,62,0,0,0,0
1210477,612,0,0,0,0
1362816,324,0,0,0,0
1957627,157,0,0,0,0
2088905,0,0,0,0,0
1750800,769,0,0,0,0
1532322,225,0,0,0,0
2107449,0,0,0,0,0
1476153,226,0,0,0,0
1761879,182,0,0,0,0
1380116,16,0,0,0,0
1525634,263,0,0,0,0
1130417,692,0,0,0,0
1307168,242,0,0,0,0
1283872,138,0,0,0,0
1150162,101,0,0,0,0
1816337,4,0,0,0,0
1724334,251,0,0,0,0
1439541,16,0,0,0,0
1787342,1244,0,0,0,0
1592756,669,0,0,0,0
2160210,11,0,0,0,0
1804604,797,0,0,0,0
1251517,508,0,0,0,0
1212857,27,0,0,0,0
1018870,33,0,0,0,0
2015792,1610,0,0,0,0
1602988,130,0,0,0,0
1994885,174,0,0,0,0
1783684,42,0,0,0,0
1336099,45,0,0,0,0
1370224,473,0,0,0,0
1072317,143,0,0,0,0
2089737,51,0,0,0,0
1235102,453,0,0,0,0
1516074,184,0,0,0,0
1564549,75,0,0,0,0
1420068,58,0,0,0,0
1913310,15,0,0,0,0
1225065,285,0,0,0,0
1083587,723,0,0,0,0
1397431,353,0,0,0,0
1973958,313,0,0,0,0
1228944,182,0,0,0,0
1836279,106,0,0,0,0
1720173,495,0,0,0,0
1592509,105,0,0,0,0
1916310,559,0,0,0,0
1850196,58,0,0,0,0
1605360,27,0,0,0,0
1240950,695,0,0,0,0
1180040,434,0,0,0,0
2013214,214,0,0,0,0
1329394,26,0,0,0,0
1082641,5,0,0,0,0
1381445,79,0,0,0,0
1142251,446,0,0,0,0
1842312,670,0,0,0,0
1559228,589,0,0,0,0
1342174,400,0,0,0,0
1935430,382,0,0,0,0
1653427,182,0,0,0,0
1979801,11,0,0,0,0
1747347,199,0,0,0,0
2138260,4,0,0,0,0
1595249,523,0,0,0,0
2068781,484,0,0,0,0
2132033,350,0,0,0,0
1860368,300,0,0,0,0
1401345,240,0,0,0,0
1756475,6,0,0,0,0
1156825,1486,0,0,0,0
1954075,1292,0,0,0,0
1077916,179,0,0,0,0
1795862,147,0,0,0,0
1646874,134,0,0,0,0
1283408,66,0,0,0,0
1633284,12,0,0,0,0
1102034,5,0,0,0,0
1194638,383,0,0,0,0
1225367,169,0,0,0,0
1520543,157,0,0,0,0
1826992,19,0,0,0,0
1448003,49,0,0,0,0
1261247,302,0,0,0,0
2061560,202,0,0,0,0
1981863,186,0,0,0,0
1007345,25,0,0,0,0
1957529,7,0,0,0,0
1115742,738,0,0,0,0
1238227,225,0,0,0,0
1554073,26,0,0,0,0
1124617,1300,0,0,0,0
1192502,450,0,0,0,0
2049400,23,0,0,0,0
1773325,172,0,0,0,0
1567628,4,0,0,0,0
1358744,8,0,0,0,0
1151128,3,0,0,0,0
1853439,570,0,0,0,0
1322026,478,0,0,0,0
1879128,181,0,0,0,0
1369361,621,0,0,0,0
1806591,178,0,0,0,0
1334723,0,0,0,0,1
1137164,535,0,0,0,0
2003623,480,0,0,0,0
1631440,404,0,0,0,0
2175477,12,0,0,0,0
1985700,605,0,0,0,0
1293422,462,0,0,0,0
1287930,207,0,0,0,0
1398096,151,0,0,0,0
1341689,882,0,0,0,0
1888826,303,0,0,0,0
2156824,282,0,0,0,0
1249018,186,0,0,0,0
2128462,4,0,0,0,0
1369902,572,0,0,0,0
1186932,11,0,0,0,0
1612709,0,0,0,0,0
1578262,1,0,0,0,0
1216453,769,0,0,0,0
1680549,602,0,0,0,0
1380484,542,0,0,0,0
1577830,453,0,0,0,0
2045670,355,0,0,0,0
1398711,322,0,0,0,0
1124324,139,0,0,0,0
1075001,46,0,0,0,0
1890506,24,0,0,0,0
2024804,23,0,0,0,0
1498129,19,0,0,0,0
1142462,644,0,0,0,0
1249952,243,0,0,0,0
2125196,76,0,0,0,0
1910664,24,0,0,0,0
1354459,24,0,0,0,0
1326366,604,0,0,0,0
1117090,417,0,0,0,0
1547064,114,0,0,0,0
1222524,385,0,0,0,0
1141672,527,0,0,0,0
1042351,247,0,0,0,0
1387403,126,0,0,0,0
1236304,755,0,0,0,0
1860186,673,0,0,0,0
1693448,340,0,0,0,0
1186143,158,0,0,0,0
1687424,24,0,0,0,0
1165912,19,0,0,0,0
1361098,402,0,0,0,0
1439596,409,0,0,0,0
1610204,312,0,0,0,0
1693980,217,0,0,0,0
1415973,160,0,0,0,0
2121730,66,0,0,0,0
1178441,69,0,0,0,0
1740313,26,0,0,0,0
1532954,20,0,0,0,0
1487491,513,0,0,0,0
1635754,350,0,0,0,0
2022509,197,0,0,0,0
1843594,9,0,0,0,0
1439827,764,0,0,0,0
1677101,292,0,0,0,0
1306539,571,0,0,0,0
1488704,535,0,0,0,0
1988626,423,0,0,0,0
2043081,293,0,0,0,0
1318812,219,0,0,0,0
1210695,223,0,0,0,0
1076499,50,0,0,0,0
2174524,2,0,0,0,0
1479804,0,0,0,0,0
1815178,608,0,0,0,0
1849381,435,0,0,0,0
1670213,372,0,0,0,0
1471324,339,0,0,0,0
1366173,300,0,0,0,0
1863581,260,0,0,0,0
1580373,234,0,0,0,0
1091396,218,0,0,0,0
1408400,212,0,0,0,0
1256121,162,0,0,0,0
1293355,114,0,0,0,0
2040151,89,0,0,0,0
1179510,80,0,0,0,0
1762047,34,0,0,0,0
1803477,27,0,0,0,0
2091018,1,0,0,0,0
1186388,0,0,0,0,0
1871930,5,0,0,0,0
1503661,352,0,0,0,0
1076693,267,0,0,0,0
1410686,127,0,0,0,0
1536035,94,0,0,0,0
1030569,95,0,0,0,0
1170375,23,0,0,0,0
1240547,55,0,0,0,6
1361988,0,0,0,0,0
1622122,397,0,0,0,0
2089407,268,0,0,0,0
1828109,250,0,0,0,0
1305923,52,0,0,0,0
2170019,67,0,0,0,0
1075484,40,0,0,0,0
1142222,0,0,0,0,0
1115648,0,0,0,0,0
1112331,934,0,0,0,0
2135177,791,0,0,0,0
1883780,635,0,0,0,0
1549449,557,0,0,0,0
2181007,383,0,0,0,0
1634894,5,0,0,0,0
1016360,3,0,0,0,0
2120971,298,0,0,0,0
1286623,404,0,0,0,0
1893192,344,0,0,0,0
1396709,281,0,0,0,0
1096874,124,0,0,0,0
1062603,68,0,0,0,0
1689361,413,0,0,0,0
1498591,323,0,0,0,0
1013748,322,0,0,0,0
1021921,143,0,0,0,0
2091217,39,0,0,0,1
2062106,16,0,0,0,0
1183470,437,0,0,0,0
1834825,273,0,0,0,0
2004817,190,0,0,0,0
1784614,176,0,0,0,0
1936982,71,0,0,0,0
1194082,13,0,0,0,0
1456545,937,0,0,0,0
1338898,27,0,0,0,0
1684157,0,0,0,0,0
1860511,0,0,0,0,0
1204593,389,0,0,0,0
2083195,344,0,0,0,0
2071109,281,0,0,0,0
2143083,101,0,0,0,0
2127209,27,0,0,0,0
1122559,8,0,0,0,0
1307763,688,0,0,0,0
1512798,363,0,0,0,0
1001056,298,0,0,0,0
1969215,268,0,0,0,0
1236397,256,0,0,0,0
1817461,71,0,0,0,0
1440323,22,0,0,0,0
1661312,21,0,0,0,0
1625491,4,0,0,0,0
1958578,9,0,0,0,0
1725783,266,0,0,0,0
1854664,265,0,0,0,0
1962632,84,0,0,0,0
1658003,9,0,0,0,0
1968981,360,0,0,0,0
1080665,214,0,0,0,0
1088796,28,0,0,0,0
1864419,13,0,0,0,0
1264965,1,0,0,0,0
2144353,654,0,0,0,0
1824980,227,0,0,0,0
1537697,216,0,0,0,0
2103920,135,0,0,0,0
1964987,23,0,0,0,0
1123732,24,0,0,0,0
1046374,17,0,0,0,0
1920994,6,0,0,0,0
1780403,12,0,0,0,0
1600325,668,0,0,0,0
1174798,616,0,0,0,0
1497388,630,0,0,0,0
1486586,438,0,0,0,0
1077607,325,0,0,0,0
1794987,788,0,0,0,0
2114397,380,0,0,0,0
1817661,232,0,0,0,0
2039321,187,0,0,0,0
1980455,58,0,0,0,0
1844330,162,0,0,0,0
1181701,377,0,0,0,0
1810616,203,0,0,0,0
1137347,173,0,0,0,0
1288771,21,0,0,0,0
1087188,370,0,0,0,0
1481505,23,0,0,0,0
2037629,1123,0,0,0,0
1686785,644,0,0,0,0
1326068,592,0,0,0,0
1159400,338,0,0,0,0
1682582,66,0,0,0,0
1350965,11,0,0,0,0
1939619,552,0,0,0,0
1942528,440,0,0,0,0
2179394,395,0,0,0,0
1004789,332,0,0,0,0
1371905,63,0,0,0,0
1127019,24,0,0,0,0
1748374,15,0,0,0,0
2041869,22,0,0,0,0
1330421,11,0,0,0,0
1303106,273,0,0,0,0
1294196,136,0,0,0,0
1271982,100,0,0,0,0
1221779,58,0,0,0,0
2169348,2,0,0,0,0
1785638,686,0,0,0,0
2046168,259,0,0,0,0
1103662,188,0,0,0,0
1011577,173,0,0,0,0
1667251,70,0,0,0,0
2007105,28,0,0,0,0
1099892,834,0,0,0,0
1160391,526,0,0,0,0
2022357,498,0,0,0,0
1068531,381,0,0,0,0
1193461,379,0,0,0,0
1513455,166,0,0,0,0
1017325,143,0,0,0,0
1490774,61,0,0,0,2
1817391,18,0,0,0,0
1341256,18,0,0,0,0
1337260,21,0,0,0,0
1179008,441,0,0,0,0
1471838,1,0,0,0,0
1170211,405,0,0,0,0
1793885,620,0,0,0,0
1510484,444,0,0,0,0
1613065,278,0,0,0,0
1257706,206,0,0,0,0
1415074,198,0,0,0,0
1398229,189,0,0,0,0
1015411,161,0,0,0,0
1434876,40,0,0,0,0
2051793,2,0,0,0,0
1160476,16,0,0,0,1
1928648,10,0,0,0,0
1855706,0,0,0,0,0
1210493,455,0,0,0,0
1691777,374,0,0,0,0
1988318,300,0,0,0,0
1513038,289,0,0,0,0
1697767,292,0,0,0,0
2055882,250,0,0,0,0
1645553,245,0,0,0,0
1291763,236,0,0,0,0
1034860,218,0,0,0,0
1888620,171,0,0,0,0
1419804,166,0,0,0,0
1482847,133,0,0,0,0
2164051,132,0,0,0,0
1208275,137,0,0,0,0
1618235,121,0,0,0,0
1034913,116,0,0,0,0
2085705,109,0,0,0,0
2158239,115,0,0,0,0
1358371,96,0,0,0,0
2056581,61,0,0,0,0
1214258,45,0,0,0,0
2186966,66,0,0,0,0
2018984,59,0,0,0,0
1046455,73,0,0,0,0
1579606,51,0,0,0,0
1332770,25,0,0,0,0
2149104,33,0,0,0,0
1293893,21,0,0,0,0
1475538,33,0,0,0,0
1276742,21,0,0,0,0
2178923,22,0,0,0,0
1195021,19,0,0,0,0
1200665,21,0,0,0,0
1911380,21,0,0,0,0
1302071,8,0,0,0,0
1545616,17,0,0,0,0
1842384,0,0,0,0,0
1997950,0,0,0,0,0
1545496,15,0,0,0,0
1158230,14,0,0,0,0
1357072,2,0,0,0,0
1558376,9,0,0,0,0
2079848,5,0,0,0,0
1761441,7,0,0,0,0
1077299,172,0,0,0,0
1361503,32,0,0,0,0
1206233,26,0,0,0,0
1333672,23,0,0,0,0
1813920,4,0,0,0,0
1430841,16,0,0,0,0
1821710,722,0,0,0,0
2120707,687,0,0,0,0
1320885,583,0,0,0,0
1842994,491,0,0,0,0
1591220,247,0,0,0,0
1101661,40,0,0,0,0
2136154,283,0,0,0,0
1297608,256,0,0,0,0
1553925,199,0,0,0,0
1346325,164,0,0,0,0
1818137,77,0,0,0,0
1930028,21,0,0,0,0
1272393,18,0,0,0,0
2098066,20,0,0,0,0
1091556,3,0,0,0,0
1647849,489,0,0,0,0
1664221,212,0,0,0,0
2011744,115,0,0,0,0
1317693,58,0,0,0,0
1859779,7,0,0,0,0
1829555,9,0,0,0,0
2072377,1154,0,0,0,0
2175953,257,0,0,0,0
1407417,506,193,145,0,3
1599524,265,192,22,0,15
1805160,213,192,153,0,0
1658958,415,194,71,0,1
1995478,622,191,120,0,0
1926569,351,192,135,0,5
1856470,321,192,151,0,0
1807400,836,196,97,0,15
1771508,78,192,149,0,0
1696178,505,196,151,0,2
1235791,506,195,104,0,0
1699296,481,193,54,0,6
1990520,408,197,178,0,0
1869368,146,197,128,0,1
2190968,551,195,134,0,0
1297917,525,196,95,0,1
1430076,525,197,164,0,1
2069442,527,192,117,0,3
1495578,830,192,179,0,26
1739709,165,194,160,0,0
1663739,541,194,31,0,8
1259999,614,196,123,0,0
1898493,521,193,106,0,0
2115774,223,191,113,0,0
1469145,172,195,19,0,7
1435168,791,195,85,0,2
1551877,547,195,106,0,0
1686025,385,196,33,0,0
1988719,332,197,96,0,0
1554558,620,194,100,0,0
1174080,1210,192,171,0,10
2036222,1071,191,124,0,0
1642150,556,192,74,0,0
1994114,541,195,150,0,2
1105098,230,193,138,0,0
2020800,408,197,90,0,1
1129091,609,196,146,0,4
1719722,1384,195,42,0,0
1632648,434,194,150,0,0
1901832,273,196,178,0,2
1980692,642,194,119,0,0
2026532,158,194,148,0,0
1796955,1006,192,128,0,0
1212185,957,192,152,0,6
1796756,405,195,62,0,1
1581248,183,196,141,0,0
1055798,797,194,177,0,23
1604891,474,193,148,0,0
1870939,910,193,125,0,4
1879429,516,195,92,0,0
1692964,449,196,69,0,10
1122233,739,193,106,0,4
2171724,641,194,120,0,3
1653818,286,192,190,0,0
1800339,490,197,118,0,5
1732119,676,195,99,0,4
2061139,530,197,146,0,0
2087299,450,193,147,0,0
1060935,1317,195,31,0,2
1696892,295,194,178,0,0
2178269,684,193,133,0,0
